sportusesequipment	http://dbpedia.org/ontology/equipment	Sport	null
sportusesequipment	http://dbpedia.org/ontology/equipment	Sport	null
sportusesequipment	http://dbpedia.org/ontology/equipment	Sport	null
sportusesequipment	http://dbpedia.org/ontology/equipment	Sport	null
sportusesequipment	http://dbpedia.org/ontology/equipment	Sport	null
sportusesequipment	http://dbpedia.org/ontology/equipment	Sport	null
sportusesequipment	http://dbpedia.org/ontology/equipment	Sport	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/writer	Film	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	Writer
bookwriter	http://dbpedia.org/ontology/author	Book	Writer
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	Writer
bookwriter	http://dbpedia.org/ontology/author	Book	Writer
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Play	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/creator	FictionalCharacter	Writer
bookwriter	http://dbpedia.org/ontology/creator	FictionalCharacter	Writer
bookwriter	http://dbpedia.org/ontology/creator	FictionalCharacter	Writer
bookwriter	http://dbpedia.org/ontology/author	Book	Writer
bookwriter	http://dbpedia.org/ontology/author	Book	Writer
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	Person
bookwriter	http://dbpedia.org/ontology/creator	FictionalCharacter	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	Writer
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Play	Writer
bookwriter	http://dbpedia.org/ontology/basedOn	Film	null
bookwriter	http://dbpedia.org/ontology/basedOn	Film	null
bookwriter	http://dbpedia.org/ontology/basedOn	Film	null
bookwriter	http://dbpedia.org/ontology/author	Book	Writer
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	Writer
bookwriter	http://dbpedia.org/ontology/writer	Film	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
